name,SimplifiedDisease,Disease,TissueOfOrigin,url,catalogueNumber,Collection,Species
EL4.NOB-1,Lymphoma,Thymic Lymphoma,Blood,https://www.culturecollections.org.uk/nop/product/el4nob-1,87020408,General Cell,Mouse
WEHI 164,Sarcoma,Fibrosarcoma,Skin,https://www.culturecollections.org.uk/nop/product/wehi-164,87022501,General Cell,Mouse
ARL-6,Carcinoma,Hepatocellular Carcinoma,Liver,https://www.culturecollections.org.uk/nop/product/arl-6,87050701,General Cell,Rat
LLC-WRC 256,Carcinoma,Adenocarcinoma,Mammary gland,https://www.culturecollections.org.uk/nop/product/llc-wrc-256,87061101,General Cell,Rat
707B1011C3,Leukaemia,Erythroleukaemia,Blood,https://www.culturecollections.org.uk/nop/product/707b1011c3,87120401,General Cell,Mouse
BW5147.G.1.4.OUAR.1,Lymphoma,Lymphoma,Blood,https://www.culturecollections.org.uk/nop/product/bw5147g14ouar1,88100507,General Cell,Mouse
HL60 M2,Leukaemia,Myelogenous Leukaemia,Blood,https://www.culturecollections.org.uk/nop/product/hl60-m2,88120803,General Cell,Human
HL60 M4,Leukaemia,Myelogenous Leukaemia,Blood,https://www.culturecollections.org.uk/nop/product/hl60-m4,88120804,General Cell,Human
HL60 15-12,Leukaemia,Myelogenous Leukaemia,Blood,https://www.culturecollections.org.uk/nop/product/hl60-15-12,88120805,General Cell,Human
RAG,Carcinoma,Carcinoma,Kidney,https://www.culturecollections.org.uk/nop/product/rag,89040605,General Cell,Mouse
Fao,Carcinoma,Hepatocellular Carcinoma,Liver,https://www.culturecollections.org.uk/nop/product/fao,89042701,General Cell,Rat
CCRF-SB,Leukaemia,Lymphoblastic Leukaemia,Blood,https://www.culturecollections.org.uk/nop/product/ccrf-sb,89090405,General Cell,Human
NB4 1A3,Blastoma,Neuroblastoma,Nerve,https://www.culturecollections.org.uk/nop/product/nb4-1a3,89121405,General Cell,Mouse
N1-S1,Other,Hepatoma,Liver,https://www.culturecollections.org.uk/nop/product/n1-s1,90011902,General Cell,Rat
MCA-RH 7777,Other,Hepatoma,Liver,https://www.culturecollections.org.uk/nop/product/mca-rh-7777,90021504,General Cell,Rat
SK-N-MC,Other,Neuroepithelioma,Lymph node,https://www.culturecollections.org.uk/nop/product/sk-n-mc,90022302,General Cell,Human
Meta 15,Cancer,Lung Cancer,Lung,https://www.culturecollections.org.uk/nop/product/meta-15,90062270,General Cell,Mouse
Meta 7,Cancer,Lung Cancer,Lung,https://www.culturecollections.org.uk/nop/product/meta-7,90062272,General Cell,Mouse
GS-109-V-20,Cancer,Normal Tissue from Cancer Patient,Skin,https://www.culturecollections.org.uk/nop/product/gs-109-v-20,90110505,General Cell,Human
CCD 25Lu,Other,Glioma,Lung,https://www.culturecollections.org.uk/nop/product/ccd-25lu,90112710,General Cell,Human
HSDM1C1,Sarcoma,Fibrosarcoma,Other,https://www.culturecollections.org.uk/nop/product/hsdm1c1,90112810,General Cell,Mouse
WB2054M,Carcinoma,Adenocarcinoma,Colon,https://www.culturecollections.org.uk/nop/product/wb2054m,91011802,General Cell,Rat
MPC-11,Other,Plasmacytoma,Blood,https://www.culturecollections.org.uk/nop/product/mpc-11,91031103,General Cell,Mouse
UMR-108,Sarcoma,Sarcoma,Bone,https://www.culturecollections.org.uk/nop/product/umr-108,91060527,General Cell,Rat
Subclone 707 BUF,Leukaemia,Erythroleukaemia,Not Specified,https://www.culturecollections.org.uk/nop/product/subclone-707-buf,91112122,General Cell,Mouse
K1,Carcinoma,Carcinoma,Thyroid gland,https://www.culturecollections.org.uk/nop/product/k1,92030501,General Cell,Human
ND15,Blastoma,Neuroblastoma Hybrid,Nerve,https://www.culturecollections.org.uk/nop/product/nd15,92090907,General Cell,Hybrid
ND-C,Blastoma,Neuroblastoma Hybrid,Nerve,https://www.culturecollections.org.uk/nop/product/nd-c,92090913,General Cell,Mouse
WEHI 3BD,Leukaemia,Leukaemia,Blood,https://www.culturecollections.org.uk/nop/product/wehi-3bd,92110401,General Cell,Mouse
COLO 839,Cancer,Normal Tissue from Cancer Patient,Blood,https://www.culturecollections.org.uk/nop/product/colo-839,93051119,General Cell,Human
COLO 720 L,Cancer,Normal Tissue from Cancer Patient,Blood,https://www.culturecollections.org.uk/nop/product/colo-720-l,93052623,General Cell,Human
GIRARDI HEART (HeLa derivative),Carcinoma,Adenocarcinoma,Cervix,https://www.culturecollections.org.uk/nop/product/girardi-heart-hela-derivative,93120822,General Cell,Human
HaP-T1,Carcinoma,Adenocarcinoma,Pancreas,https://www.culturecollections.org.uk/nop/product/hap-t1,93121054,General Cell,Hamster
JTC-27,Carcinoma,Carcinoma,Other,https://www.culturecollections.org.uk/nop/product/jtc-27,94042255,General Cell,Rat
AT-2.1,Carcinoma,Adenocarcinoma,Prostate gland,https://www.culturecollections.org.uk/nop/product/at-21,94101450,General Cell,Rat
AT6.1,Carcinoma,Adenocarcinoma,Prostate gland,https://www.culturecollections.org.uk/nop/product/at61,94101452,General Cell,Rat
P3X63Ag8U.1,Myeloma,Myeloma,Other,https://www.culturecollections.org.uk/nop/product/p3x63ag8u1,94120802,General Cell,Mouse
HSG (HeLa derivative),Carcinoma,Adenocarcinoma,Cervix,https://www.culturecollections.org.uk/nop/product/hsg-hela-derivative,95031024,General Cell,Human
DMS 92,Cancer,Small Cell Cancer,Lung,https://www.culturecollections.org.uk/nop/product/dms-92,95062825,General Cell,Human
NCI-H69/LX20,Cancer,Small Cell Cancer,Lung,https://www.culturecollections.org.uk/nop/product/nci-h69lx20,96042332,General Cell,Human
MOR/CPR,Carcinoma,Adenocarcinoma,Lung,https://www.culturecollections.org.uk/nop/product/morcpr,96042333,General Cell,Human
COR-L23/R23-,Carcinoma,Carcinoma,Lung,https://www.culturecollections.org.uk/nop/product/cor-l23r23-,96042337,General Cell,Human
A375-C5,Other,Melanoma,Skin,https://www.culturecollections.org.uk/nop/product/a375-c5,97011320,General Cell,Human
HMT-3522 S2,Carcinoma,Carcinoma,Breast,https://www.culturecollections.org.uk/nop/product/hmt-3522-s2,98102211,General Cell,Human
F5-5.F1,Leukaemia,Leukaemia,Spleen,https://www.culturecollections.org.uk/nop/product/f5-5f1,99072803,General Cell,Mouse
U-BLC1,Carcinoma,Carcinoma,Bladder,https://www.culturecollections.org.uk/nop/product/u-blc1,06013102,General Cell,Human
RB247C,Blastoma,Retinoblastoma,Eye,https://www.culturecollections.org.uk/nop/product/rb247c,06070601,General Cell,Human
HRA-16,Carcinoma,Adenocarcinoma,Rectum,https://www.culturecollections.org.uk/nop/product/hra-16,06061905,General Cell,Human
FTC-236,Carcinoma,Carcinoma,Thyroid gland,https://www.culturecollections.org.uk/nop/product/ftc-236,06030202,General Cell,Human
LA-N-1,Blastoma,Neuroblastoma,Nerve,https://www.culturecollections.org.uk/nop/product/la-n-1,06041201,General Cell,Human
1156QE/8,Carcinoma,Carcinoma,Embryo,https://www.culturecollections.org.uk/nop/product/1156qe8,06072609,General Cell,Human
PE/CA-PJ49,Carcinoma,Squamous Cell Carcinoma,Tongue,https://www.culturecollections.org.uk/nop/product/peca-pj49,00060606,General Cell,Human
HCA-7 Colony 29,Carcinoma,Carcinoma,Colon,https://www.culturecollections.org.uk/nop/product/hca-7-colony-29,02091238,General Cell,Human
CAKI 2,Carcinoma,Carcinoma,Kidney,https://www.culturecollections.org.uk/nop/product/caki-2,93120819,General Cell,Human
HeLa Ohio,Carcinoma,Carcinoma,Cervix,https://www.culturecollections.org.uk/nop/product/hela-ohio,84121901,General Cell,Human
P3X63Ag8,Myeloma,Myeloma,Skin,https://www.culturecollections.org.uk/nop/product/p3x63ag8,85011401,General Cell,Mouse
HEp-2 (Clone 2B) (HeLa derivative),Carcinoma,Carcinoma,Cervix,https://www.culturecollections.org.uk/nop/product/hep-2-clone-2b-hela-derivative,85011412,General Cell,Human
P3X63Ag8.653,Myeloma,Myeloma,Other,https://www.culturecollections.org.uk/nop/product/p3x63ag8653,85011420,General Cell,Mouse
P3/NS1/1-Ag4.1,Myeloma,Myeloma,Other,https://www.culturecollections.org.uk/nop/product/p3ns11-ag41,85011427,General Cell,Mouse
WEHI-231,Lymphoma,Lymphoma,Blood,https://www.culturecollections.org.uk/nop/product/wehi-231,85022107,General Cell,Mouse
H4-II-E-C3,Carcinoma,Hepatocellular Carcinoma,Liver,https://www.culturecollections.org.uk/nop/product/h4-ii-e-c3,85061112,General Cell,Rat
F9,Carcinoma,Teratocarcinoma,Embryo,https://www.culturecollections.org.uk/nop/product/f9,85061803,General Cell,Mouse
SP2/0-Ag14,Myeloma,Myeloma,Spleen,https://www.culturecollections.org.uk/nop/product/sp20-ag14,85072401,General Cell,Mouse
CACO-2,Carcinoma,Adenocarcinoma,Colon,https://www.culturecollections.org.uk/nop/product/caco-2,86010202,General Cell,Human
HeLa (AC-free),Carcinoma,Carcinoma,Cervix,https://www.culturecollections.org.uk/nop/product/hela-ac-free,08011102,General Cell,Human
MOR,Carcinoma,Adenocarcinoma,Lung,https://www.culturecollections.org.uk/nop/product/mor,84112312,General Cell,Human
N115-BU-2,Carcinoma,Carcinoma,Nerve,https://www.culturecollections.org.uk/nop/product/n115-bu-2,08062552,General Cell,Mouse
N115-BU-8,Blastoma,Neuroblastoma,Nerve,https://www.culturecollections.org.uk/nop/product/n115-bu-8,08062519,General Cell,Mouse
N115-BU-9,Blastoma,Neuroblastoma,Nerve,https://www.culturecollections.org.uk/nop/product/n115-bu-9,08062558,General Cell,Mouse
108CC5-TG-4,Blastoma,Neuroblastoma/Glioma Hybrid,Nerve,https://www.culturecollections.org.uk/nop/product/108cc5-tg-4,08062546,General Cell,Hybrid
54SCC2,Blastoma,Neuroblastoma/Glioma Hybrid,Other,https://www.culturecollections.org.uk/nop/product/54scc2,08062560,General Cell,Hybrid
328/10,Other,Glioma,Nerve,https://www.culturecollections.org.uk/nop/product/32810,08062536,General Cell,Mouse
C6-2-3,Blastoma,Neuroblastoma,Brain,https://www.culturecollections.org.uk/nop/product/c6-2-3,08062528,General Cell,Rat
NS20Y,Blastoma,Neuroblastoma,Nerve,https://www.culturecollections.org.uk/nop/product/ns20y,08062517,General Cell,Mouse
NS20Y-BU-6,Blastoma,Neuroblastoma,Nerve,https://www.culturecollections.org.uk/nop/product/ns20y-bu-6,08062507,General Cell,Mouse
NS20Y-BU-7,Blastoma,Neuroblastoma,Nerve,https://www.culturecollections.org.uk/nop/product/ns20y-bu-7,08062510,General Cell,Mouse
CAD,Blastoma,Neuroblastoma,Embryo,https://www.culturecollections.org.uk/nop/product/cad,08100805,General Cell,Mouse
HCA-7 Colony 1,Carcinoma,Hepatocellular Carcinoma,Colon,https://www.culturecollections.org.uk/nop/product/hca-7-colony-1,09071501,General Cell,Human
HCA-7 Colony 11,Carcinoma,Adenocarcinoma,Colon,https://www.culturecollections.org.uk/nop/product/hca-7-colony-11,09071506,General Cell,Human
HCA-7 Colony 27,Carcinoma,Adenocarcinoma,Colon,https://www.culturecollections.org.uk/nop/product/hca-7-colony-27,09071513,General Cell,Human
Mero-95,Other,Mesothelioma,Lung,https://www.culturecollections.org.uk/nop/product/mero-95,09100108,General Cell,Human
ES-R1-ECFP CK6/ECFP,Carcinoma,Carcinoma,Embryo,https://www.culturecollections.org.uk/nop/product/es-r1-ecfp-ck6ecfp,07072004,General Cell,Mouse
ONE58,Other,Mesothelioma,Skin,https://www.culturecollections.org.uk/nop/product/one58-2,10092313,General Cell,Human
MM386,Other,Melanoma,Skin,https://www.culturecollections.org.uk/nop/product/mm386-2,10092318,General Cell,Human
MCC14/2,Carcinoma,Carcinoma,Skin,https://www.culturecollections.org.uk/nop/product/mcc142-2,10092303,General Cell,Human
MM138,Other,Melanoma,Skin,https://www.culturecollections.org.uk/nop/product/mm138,10092321,General Cell,Human
Shmac 4,Cancer,Prostate Cancer,Prostate gland,https://www.culturecollections.org.uk/nop/product/shmac-4,10112302,General Cell,Human
MM253,Other,Melanoma,Skin,https://www.culturecollections.org.uk/nop/product/mm253,11072804,General Cell,Human
ZL5,Other,Mesothelioma,Lung,https://www.culturecollections.org.uk/nop/product/zl5,11120715,General Cell,Human
SPC111,Other,Mesothelioma,Lung,https://www.culturecollections.org.uk/nop/product/spc111,11120716,General Cell,Human
Me17-TG6,Other,Mesothelioma,Lung,https://www.culturecollections.org.uk/nop/product/me17-tg6,11120837,General Cell,Rat
LIM2405,Carcinoma,Adenocarcinoma,Colon,https://www.culturecollections.org.uk/nop/product/lim2405,12062003,General Cell,Human
LIM2551,Carcinoma,Adenocarcinoma,Colon,https://www.culturecollections.org.uk/nop/product/lim2551,12070505,General Cell,Human
MM466,Other,Melanoma,Lymph node,https://www.culturecollections.org.uk/nop/product/mm466,12070507,General Cell,Human
92-1,Other,Melanoma,Eye,https://www.culturecollections.org.uk/nop/product/92-1,13012458,General Cell,Human
FM-6,Other,Melanoma,Skin,https://www.culturecollections.org.uk/nop/product/fm-6,13012409,General Cell,Human
FM-88,Other,Melanoma,Skin,https://www.culturecollections.org.uk/nop/product/fm-88,13012421,General Cell,Human
FM-95,Other,Melanoma,Skin,https://www.culturecollections.org.uk/nop/product/fm-95,13012425,General Cell,Human
FM-3.29,Other,Melanoma,Skin,https://www.culturecollections.org.uk/nop/product/fm-329,13012502,General Cell,Human
Ma-Mel-15,Other,Melanoma,Lymph node,https://www.culturecollections.org.uk/nop/product/ma-mel-15,13012520,General Cell,Human
Ma-Mel-27,Other,Melanoma,Skin,https://www.culturecollections.org.uk/nop/product/ma-mel-27,13012485,General Cell,Human
Ma-Mel-28,Other,Melanoma,Lymph node,https://www.culturecollections.org.uk/nop/product/ma-mel-28,13012515,General Cell,Human
Ma-Mel-19,Other,Melanoma,Skin,https://www.culturecollections.org.uk/nop/product/ma-mel-19,13012460,General Cell,Human
LIM1863,Carcinoma,Adenocarcinoma,Intestine,https://www.culturecollections.org.uk/nop/product/lim1863-3,17020201,General Cell,Human
NZM40,Other,Melanoma,Skin,https://www.culturecollections.org.uk/nop/product/nzm40,17020212,General Cell,Human
HT29-5F12,Carcinoma,Adenocarcinoma,Colon,https://www.culturecollections.org.uk/nop/product/ht29-5f12-5,15121702,General Cell,Human
HT29-5M12,Carcinoma,Adenocarcinoma,Colon,https://www.culturecollections.org.uk/nop/product/ht29-5m12,15121707,General Cell,Human
Hep G2,Carcinoma,Hepatocarcinoma,Liver,https://www.culturecollections.org.uk/nop/product/hep-g2,85011430,General Cell,Human
COV434,Tumour,Granulosa Tumour,Ovary,https://www.culturecollections.org.uk/nop/product/cov434,07071909,General Cell,Human
DMS 454,Cancer,Small Cell Cancer,Lung,https://www.culturecollections.org.uk/nop/product/dms-454,95062832,General Cell,Human
8505C,Carcinoma,Carcinoma,Thyroid gland,https://www.culturecollections.org.uk/nop/product/8505c,94090184,General Cell,Human
KARPAS-417,Myeloma,Myeloma,Blood,https://www.culturecollections.org.uk/nop/product/karpas-417,06100302,General Cell,Human
FLO-1,Carcinoma,Adenocarcinoma,Oesophagus,https://www.culturecollections.org.uk/nop/product/flo-1,11012001,General Cell,Human
G-292 Clone A141B1,Sarcoma,Osteosarcoma,Bone,https://www.culturecollections.org.uk/nop/product/g-292-clone-a141b1,90110522,General Cell,Human
HMVII,Other,Melanoma,Other,https://www.culturecollections.org.uk/nop/product/hmvii,92042701,General Cell,Human
AGS,Carcinoma,Adenocarcinoma,Stomach,https://www.culturecollections.org.uk/nop/product/ags,89090402,General Cell,Human
H-EMC-SS,Sarcoma,Chondrosarcoma,Muscle,https://www.culturecollections.org.uk/nop/product/h-emc-ss,94042258,General Cell,Human
KG-1,Leukaemia,Myeloid Leukaemia,Bone,https://www.culturecollections.org.uk/nop/product/kg-1,86111306,General Cell,Human
KARPAS-231,Leukaemia,Leukaemia,Blood,https://www.culturecollections.org.uk/nop/product/karpas-231,06120601,General Cell,Human
MOLT-4,Leukaemia,Lymphoblastic Leukaemia,Blood,https://www.culturecollections.org.uk/nop/product/molt-4-2,85011413,General Cell,Human
MEWO,Other,Melanoma,Skin,https://www.culturecollections.org.uk/nop/product/mewo,93082609,General Cell,Human
MDST8,Carcinoma,Carcinoma,Colon,https://www.culturecollections.org.uk/nop/product/mdst8,99011801,General Cell,Human
MCC26,Carcinoma,Carcinoma,Skin,https://www.culturecollections.org.uk/nop/product/mcc26-3,10092304,General Cell,Human
HuP-T3,Carcinoma,Adenocarcinoma,Pancreas,https://www.culturecollections.org.uk/nop/product/hup-t3,93121055,General Cell,Human
JM,Leukaemia,Lymphoblastic Leukaemia,Blood,https://www.culturecollections.org.uk/nop/product/jm,86010201,General Cell,Human
PC-9,Carcinoma,Adenocarcinoma,Lung,https://www.culturecollections.org.uk/nop/product/pc-9,90071810,General Cell,Human
NCI-H510A,Cancer,Small Cell Cancer,Lung,https://www.culturecollections.org.uk/nop/product/nci-h510a,96020944,General Cell,Human
OV7,Carcinoma,Carcinoma,Ovary,https://www.culturecollections.org.uk/nop/product/ov7,96020764,General Cell,Human
NCI-H292,Carcinoma,Carcinoma,Lung,https://www.culturecollections.org.uk/nop/product/nci-h292,91091815,General Cell,Human
PA-1,Carcinoma,Teratocarcinoma,Ovary,https://www.culturecollections.org.uk/nop/product/pa-1,90013101,General Cell,Human
OAW28,Carcinoma,Adenocarcinoma,Ovary,https://www.culturecollections.org.uk/nop/product/oaw28,85101601,General Cell,Human
RT4,Carcinoma,Carcinoma,Bladder,https://www.culturecollections.org.uk/nop/product/rt4,91091914,General Cell,Human
Sci-1,Lymphoma,Lymphoma,Blood,https://www.culturecollections.org.uk/nop/product/sci-1,96090513,General Cell,Human
BE(2)-M17,Blastoma,Neuroblastoma,Brain,https://www.culturecollections.org.uk/nop/product/be2-m17,95011816,General Cell,Human
SW 620,Carcinoma,Adenocarcinoma,Colon,https://www.culturecollections.org.uk/nop/product/sw-620,87051203,General Cell,Human
SK-N-F1,Blastoma,Neuroblastoma,Brain,https://www.culturecollections.org.uk/nop/product/sk-n-f1,94092304,General Cell,Human
SUP-T1,Lymphoma,Lymphoma,Blood,https://www.culturecollections.org.uk/nop/product/sup-t1,95013123,General Cell,Human
SK-HEP-1,Carcinoma,Adenocarcinoma,Liver,https://www.culturecollections.org.uk/nop/product/sk-hep-1,91091816,General Cell,Human
SK-N-AS,Blastoma,Neuroblastoma,Brain,https://www.culturecollections.org.uk/nop/product/sk-n-as,94092302,General Cell,Human
U-87 MG,Cancer,Cancer,Brain,https://www.culturecollections.org.uk/nop/product/u-87-mg,89081402,General Cell,Human
SW 1463,Carcinoma,Adenocarcinoma,Rectum,https://www.culturecollections.org.uk/nop/product/sw-1463,90112713,General Cell,Human
CCRF-CEM,Leukaemia,Lymphoblastic Leukaemia,Blood,https://www.culturecollections.org.uk/nop/product/ccrf-cem,85112105,General Cell,Human
Detroit 562,Carcinoma,Squamous Cell Carcinoma,Other,https://www.culturecollections.org.uk/nop/product/detroit-562,87042205,General Cell,Human
B16 melanoma 4A5,Other,Melanoma,Skin,https://www.culturecollections.org.uk/nop/product/b16-melanoma-4a5,94042254,General Cell,Mouse
VCaP,Cancer,Prostate Cancer,Prostate gland,https://www.culturecollections.org.uk/nop/product/vcap,06020201,General Cell,Human
A.704,Carcinoma,Carcinoma,Kidney,https://www.culturecollections.org.uk/nop/product/a704,93020513,General Cell,Human
NH17,Leukaemia,Lymphoblastic Leukaemia,Blood,https://www.culturecollections.org.uk/nop/product/nh17,92111101,General Cell,Human
